Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,51,1324,1,177,23,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Basilicata,25,354,1,88,13,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Calabria,96,797,7,169,2,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Campania,290,3832,16,548,195,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Emilia-Romagna,319,6538,32,760,0,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Friuli Venezia Giulia,27,1277,5,175,0,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Lazio,466,6421,66,943,243,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Liguria,57,1675,13,218,12,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Lombardia,292,6369,37,1416,114,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Marche,37,951,6,209,61,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Molise,5,176,1,39,26,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
P.A. Bolzano,13,391,1,100,20,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
P.A. Trento,15,517,1,90,0,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Piemonte,114,5824,5,628,99,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Puglia,126,2731,22,464,0,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Sardegna,129,1602,22,204,16,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Sicilia,473,3483,59,719,196,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Toscana,259,5033,32,570,37,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Umbria,30,684,1,91,36,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Valle d'Aosta,5,83,0,33,0,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Veneto,146,6000,24,1000,0,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Italia,2975,56062,352,8641,1093,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
