Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,678,1496,73,189,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Basilicata,124,454,16,88,13,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Calabria,382,931,27,152,25,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Campania,1840,4498,137,620,36,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Emilia-Romagna,2805,5554,239,747,10,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Friuli Venezia Giulia,665,1277,58,175,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Lazio,3209,6421,340,943,194,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Liguria,867,1789,92,222,12,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Lombardia,6362,14239,781,1376,154,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Marche,518,1191,82,195,65,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Molise,52,221,9,34,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
P.A. Bolzano,405,530,33,77,2,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
P.A. Trento,423,604,48,90,15,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Piemonte,4243,5824,345,628,99,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Puglia,1608,3447,197,456,84,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Sardegna,619,1663,64,181,27,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Sicilia,1387,4259,205,808,196,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Toscana,1365,5033,253,605,1,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Umbria,338,758,56,130,2,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Valle d'Aosta,105,204,10,33,4,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Veneto,2529,6000,317,1000,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Italia,30524,66393,3382,8749,939,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
