Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,441,1476,40,189,0,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Basilicata,83,416,5,88,13,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Calabria,278,913,24,152,25,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Campania,1438,4453,104,620,36,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Emilia-Romagna,2402,6126,220,757,0,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Friuli Venezia Giulia,669,1277,61,175,0,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Lazio,2673,6421,289,943,193,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Liguria,615,1758,61,216,12,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Lombardia,3579,10948,408,1210,320,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Marche,555,1176,79,222,40,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Molise,53,221,8,36,0,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
P.A. Bolzano,227,538,24,77,23,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
P.A. Trento,219,604,41,90,15,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Piemonte,2342,5824,152,628,99,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Puglia,1327,3440,153,460,80,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Sardegna,449,1659,52,172,35,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Sicilia,1441,4161,222,822,196,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Toscana,642,5033,110,569,4,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Umbria,283,765,44,130,2,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Valle d'Aosta,40,227,2,20,12,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Veneto,1935,6000,291,1000,0,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
Italia,21691,63436,2390,8576,1105,Dati della Protezione Civile del 22 Gennaio 2021 ore 19:26
