Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,174,1382,5,181,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Basilicata,65,362,2,79,14,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Calabria,233,1002,7,183,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Campania,540,3889,33,573,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Emilia-Romagna,1130,9001,28,889,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Friuli Venezia Giulia,166,1277,9,175,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Lazio,699,6421,62,943,243,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Liguria,265,1649,7,218,12,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Lombardia,1027,10457,25,1810,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Marche,126,983,5,230,50,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Molise,12,176,1,39,26,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
P.A. Bolzano,59,500,2,100,20,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
P.A. Trento,50,517,1,90,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Piemonte,424,6794,10,628,99,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Puglia,373,2736,14,405,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Sardegna,132,1602,8,204,16,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Sicilia,868,3631,35,778,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Toscana,554,5033,20,570,14,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Umbria,205,662,6,86,41,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Valle d'Aosta,18,85,0,13,21,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Veneto,528,6000,23,1000,0,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
Italia,7648,64159,303,9194,556,Dati della Protezione Civile del 04 Luglio 2022 ore 23:45
