Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,614,1473,74,204,0,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Basilicata,87,420,7,88,13,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Calabria,189,913,19,152,25,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Campania,1294,4154,144,620,36,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Emilia-Romagna,2092,6126,211,757,0,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Friuli Venezia Giulia,348,1277,56,175,0,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Lazio,1830,6421,217,943,193,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Liguria,491,1795,52,216,18,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Lombardia,4034,10435,416,1416,114,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Marche,561,1176,81,233,40,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Molise,95,221,16,39,0,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
P.A. Bolzano,223,546,34,100,0,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
P.A. Trento,173,584,38,90,15,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Piemonte,1938,5824,163,628,99,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Puglia,1246,3617,164,569,80,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Sardegna,224,1602,22,208,35,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Sicilia,776,3939,132,834,196,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Toscana,844,5033,163,576,24,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Umbria,441,851,78,141,2,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Valle d'Aosta,8,227,1,20,12,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Veneto,784,6000,106,1000,0,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Italia,18292,62634,2194,9009,902,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
