Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,41,1324,1,177,23,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Basilicata,21,346,1,88,13,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Calabria,76,778,5,169,2,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Campania,257,3832,14,548,195,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Emilia-Romagna,263,6538,22,760,0,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Friuli Venezia Giulia,21,1277,2,175,0,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Lazio,397,6421,54,943,243,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Liguria,42,1670,13,214,12,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Lombardia,248,6369,35,1416,114,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Marche,46,951,5,209,61,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Molise,2,176,1,39,26,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
P.A. Bolzano,9,391,1,100,20,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
P.A. Trento,12,517,0,90,0,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Piemonte,81,5824,4,628,99,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Puglia,94,2810,15,456,0,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Sardegna,94,1602,21,196,39,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Sicilia,375,3116,42,729,196,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Toscana,207,5033,22,570,35,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Umbria,18,684,1,91,36,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Veneto,142,6000,18,1000,0,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
Italia,2449,55742,277,8631,1114,Dati della Protezione Civile del 06 Agosto 2021 ore 18:25
