Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,415,1354,40,181,14,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Basilicata,96,351,5,79,14,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Calabria,414,1090,35,202,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Campania,1387,4473,100,812,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Emilia-Romagna,2610,9001,149,889,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Friuli Venezia Giulia,475,1277,41,175,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Lazio,2096,6421,203,943,243,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Liguria,717,1824,40,221,12,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Lombardia,3264,10457,254,1810,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Marche,301,1012,57,256,49,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Molise,39,176,3,39,26,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
P.A. Bolzano,101,500,14,100,20,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
P.A. Trento,151,517,25,90,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Piemonte,2111,6794,137,628,99,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Puglia,698,2882,66,503,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Sardegna,331,1602,32,204,16,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Sicilia,1450,3810,150,847,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Toscana,1359,5033,119,570,8,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Umbria,184,662,8,86,41,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Valle d'Aosta,72,143,7,34,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Veneto,1582,6000,160,1000,0,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Italia,19853,65379,1645,9669,542,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
