Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,81,1324,6,181,19,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Basilicata,24,362,1,88,13,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Calabria,110,967,9,174,3,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Campania,283,3511,20,555,189,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Emilia-Romagna,350,7920,41,889,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Friuli Venezia Giulia,126,1277,19,175,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Lazio,521,6421,62,943,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Liguria,102,1707,10,217,12,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Lombardia,402,6369,42,1530,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Marche,71,966,22,238,56,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Molise,6,176,1,39,26,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
P.A. Bolzano,68,500,4,100,20,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
P.A. Trento,19,517,2,90,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Piemonte,226,5824,24,628,99,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Puglia,151,2722,20,482,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Sardegna,50,1602,6,204,16,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Sicilia,320,3609,50,862,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Toscana,267,5033,26,570,36,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Umbria,34,662,7,84,43,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Valle d'Aosta,6,83,0,33,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Veneto,230,6000,51,1000,0,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
Italia,3447,57552,423,9082,532,Dati della Protezione Civile del 10 Novembre 2021 ore 17:48
