Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,506,1491,39,189,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Basilicata,91,432,9,88,13,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Calabria,297,930,19,152,25,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Campania,1513,4196,107,620,36,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Emilia-Romagna,2803,5594,207,757,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Friuli Venezia Giulia,595,1277,56,175,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Lazio,2740,6421,286,943,194,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Liguria,689,1644,64,218,12,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Lombardia,4243,12309,536,1265,265,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Marche,411,1162,61,210,44,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Molise,53,221,7,34,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
P.A. Bolzano,170,475,19,77,2,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
P.A. Trento,346,604,47,90,15,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Piemonte,3239,5824,215,628,99,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Puglia,1417,3458,172,456,84,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Sardegna,519,1653,44,180,27,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Sicilia,1028,4082,176,804,196,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Toscana,903,5033,166,576,3,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Umbria,239,776,40,130,2,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Valle d'Aosta,84,176,4,33,4,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Veneto,2660,6000,350,1000,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Italia,24546,63758,2624,8625,1021,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
