Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,667,1495,89,215,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Basilicata,164,426,12,88,13,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Calabria,294,911,33,152,25,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Campania,1562,4216,153,620,36,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Emilia-Romagna,3551,6490,385,760,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Friuli Venezia Giulia,545,1277,77,175,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Lazio,2422,6421,299,943,193,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Liguria,567,1787,64,222,12,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Lombardia,6744,13209,786,1416,114,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Marche,752,1176,139,233,40,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Molise,93,221,14,39,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
P.A. Bolzano,135,504,31,100,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
P.A. Trento,204,594,55,90,15,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Piemonte,3279,5824,315,628,99,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Puglia,1582,3651,219,569,80,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Sardegna,170,1602,28,208,35,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Sicilia,731,3881,117,834,196,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Toscana,1454,5033,246,595,22,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Umbria,404,860,76,139,2,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Valle d'Aosta,22,227,2,20,12,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Veneto,1352,6000,193,1000,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
Italia,26694,65805,3333,9046,894,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33
