Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,219,1382,4,181,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Basilicata,86,368,2,79,14,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Calabria,301,1008,10,183,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Campania,722,3948,28,573,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Emilia-Romagna,1342,9001,46,889,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Friuli Venezia Giulia,191,1277,6,175,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Lazio,881,6421,62,943,243,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Liguria,357,1649,9,218,12,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Lombardia,1306,10457,29,1810,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Marche,168,983,7,230,50,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Molise,22,176,1,39,26,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
P.A. Bolzano,90,500,1,100,20,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
P.A. Trento,81,517,0,90,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Piemonte,529,6794,15,628,99,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Puglia,432,2722,19,405,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Sardegna,164,1602,10,204,16,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Sicilia,993,3629,44,789,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Toscana,656,5033,29,570,20,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Umbria,248,662,8,86,41,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Valle d'Aosta,16,85,0,13,21,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Veneto,650,6000,30,1000,0,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Italia,9454,64214,360,9205,562,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
