Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,269,1324,25,181,14,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Basilicata,74,354,2,79,14,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Calabria,373,1055,32,189,9,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Campania,929,4394,70,702,18,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Emilia-Romagna,1848,9001,140,889,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Friuli Venezia Giulia,323,1277,34,175,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Lazio,1373,6421,190,943,243,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Liguria,644,1774,40,219,12,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Lombardia,2624,10457,234,1530,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Marche,243,1007,52,252,53,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Molise,23,176,2,39,26,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
P.A. Bolzano,75,500,17,100,20,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
P.A. Trento,106,517,24,90,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Piemonte,1593,5824,137,628,99,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Puglia,408,2711,34,493,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Sardegna,180,1602,22,204,16,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Sicilia,1003,3718,135,851,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Toscana,958,5033,108,570,15,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Umbria,182,662,8,86,41,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Valle d'Aosta,42,99,5,33,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Veneto,1321,6000,188,1000,0,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
Italia,14591,63906,1499,9253,580,Dati della Protezione Civile del 07 Gennaio 2022 ore 20:03
