Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,88,1324,8,181,14,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Basilicata,22,362,1,88,13,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Calabria,112,967,11,174,3,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Campania,294,3519,26,520,219,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Emilia-Romagna,522,7920,52,889,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Friuli Venezia Giulia,215,1277,26,175,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Lazio,636,6421,83,943,243,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Liguria,113,1707,19,217,12,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Lombardia,666,6488,61,1530,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Marche,68,966,19,238,56,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Molise,8,176,1,39,26,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
P.A. Bolzano,79,500,8,100,20,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
P.A. Trento,41,517,6,90,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Piemonte,313,5824,27,628,99,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Puglia,145,2722,16,482,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Sardegna,51,1602,10,204,16,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Sicilia,339,3614,40,859,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Toscana,253,5033,39,570,34,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Umbria,48,662,5,84,43,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Valle d'Aosta,7,83,1,33,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Veneto,325,6000,61,1000,0,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
Italia,4345,57684,520,9044,798,Dati della Protezione Civile del 21 Novembre 2021 ore 18:51
