Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,510,1382,34,181,14,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Basilicata,91,346,4,79,13,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Calabria,377,1090,25,202,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Campania,1351,4476,80,812,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Emilia-Romagna,2463,9001,144,889,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Friuli Venezia Giulia,479,1277,41,175,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Lazio,2099,6421,199,943,243,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Liguria,685,1824,33,221,12,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Lombardia,2558,10457,207,1810,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Marche,325,1027,52,256,49,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Molise,45,176,3,39,26,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
P.A. Bolzano,139,500,11,100,20,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
P.A. Trento,155,517,18,90,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Piemonte,1963,6794,97,628,99,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Puglia,750,2911,70,503,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Sardegna,363,1602,31,204,16,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Sicilia,1412,3815,127,858,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Toscana,1287,5033,100,570,8,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Umbria,220,662,9,86,41,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Valle d'Aosta,49,163,3,34,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Veneto,1354,6000,135,1000,0,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Italia,18675,65474,1423,9680,541,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
