Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,402,1476,40,189,0,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Basilicata,81,413,2,88,13,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Calabria,274,913,22,152,25,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Campania,1447,4449,107,620,36,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Emilia-Romagna,2281,6126,210,757,0,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Friuli Venezia Giulia,646,1277,61,175,0,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Lazio,2508,6421,283,943,193,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Liguria,591,1779,68,216,12,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Lombardia,3573,10751,377,1193,337,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Marche,554,1175,72,233,40,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Molise,51,221,8,36,0,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
P.A. Bolzano,217,562,32,100,0,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
P.A. Trento,201,604,35,90,15,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Piemonte,2280,5824,163,628,99,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Puglia,1410,3459,182,460,80,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Sardegna,471,1659,43,202,35,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Sicilia,1421,4161,232,818,196,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Toscana,676,5033,103,561,4,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Umbria,334,782,50,130,2,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Valle d'Aosta,43,227,4,20,12,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Veneto,1700,6000,258,1000,0,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Italia,21161,63312,2352,8611,1099,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
