Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,76,1324,6,177,23,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Basilicata,49,364,4,88,13,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Calabria,166,964,15,174,3,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Campania,319,3511,24,555,189,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Emilia-Romagna,407,7920,41,889,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Friuli Venezia Giulia,41,1277,10,175,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Lazio,429,6421,58,943,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Liguria,84,1674,7,217,12,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Lombardia,438,6369,57,1530,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Marche,59,971,22,212,58,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Molise,5,176,2,39,26,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
P.A. Bolzano,22,500,7,100,20,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
P.A. Trento,14,517,1,90,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Piemonte,197,5824,22,628,99,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Puglia,187,2741,19,482,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Sardegna,186,1602,20,204,16,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Sicilia,666,3725,100,888,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Toscana,348,5033,47,570,35,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Umbria,45,684,6,91,36,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Veneto,218,6000,51,1000,0,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Italia,3958,57680,519,9085,530,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
