Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,487,1324,34,181,14,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Basilicata,89,352,3,79,14,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Calabria,378,1090,23,202,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Campania,1339,4476,77,812,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Emilia-Romagna,2410,9001,146,889,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Friuli Venezia Giulia,470,1277,39,175,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Lazio,2061,6421,195,943,243,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Liguria,691,1824,31,221,12,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Lombardia,2656,10457,214,1810,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Marche,325,1027,52,256,49,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Molise,40,176,3,39,26,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
P.A. Bolzano,118,500,10,100,20,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
P.A. Trento,149,517,21,90,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Piemonte,1943,6794,104,628,99,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Puglia,753,2911,66,503,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Sardegna,367,1602,31,204,16,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Sicilia,1414,3825,128,858,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Toscana,1300,5033,91,570,8,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Umbria,218,662,6,86,41,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Valle d'Aosta,54,163,3,34,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Veneto,1353,6000,134,1000,0,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Italia,18615,65432,1411,9680,542,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
