Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,31,1369,2,185,23,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Basilicata,27,450,0,88,13,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Calabria,78,906,9,146,25,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Campania,252,3885,20,581,75,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Emilia-Romagna,196,6538,30,760,0,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Friuli Venezia Giulia,10,1277,0,175,0,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Lazio,254,6421,74,943,193,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Liguria,21,1696,8,220,12,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Lombardia,321,6928,65,1416,114,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Marche,27,984,6,209,57,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Molise,8,221,0,36,0,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
P.A. Bolzano,6,391,3,100,0,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
P.A. Trento,8,517,3,60,15,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Piemonte,202,5824,17,628,99,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Puglia,165,3433,16,549,0,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Sardegna,42,1602,5,216,33,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Sicilia,185,3093,27,660,196,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Toscana,113,5033,29,453,30,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Umbria,21,671,2,97,30,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Veneto,59,6000,12,1000,0,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
Italia,2027,57320,328,8552,921,Dati della Protezione Civile del 24 Giugno 2021 ore 20:05
