Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,514,1462,52,211,0,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Basilicata,168,446,13,88,13,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Calabria,475,951,47,152,25,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Campania,1536,4304,150,620,36,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Emilia-Romagna,2256,6538,296,760,0,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Friuli Venezia Giulia,371,1277,52,175,0,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Lazio,2753,6421,370,943,193,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Liguria,598,1854,75,226,12,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Lombardia,4623,12531,708,1416,114,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Marche,568,1372,88,237,29,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Molise,41,221,14,39,0,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
P.A. Bolzano,65,455,11,100,0,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
P.A. Trento,133,564,28,90,15,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Piemonte,3045,5824,283,628,99,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Puglia,1897,3768,260,586,80,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Sardegna,367,1602,61,208,35,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Sicilia,1262,3899,176,835,196,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Toscana,1577,5033,273,628,13,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Umbria,227,832,36,125,2,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Valle d'Aosta,60,227,13,30,6,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Veneto,1206,6000,238,1000,0,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
Italia,23742,65581,3244,9097,868,Dati della Protezione Civile del 19 Aprile 2021 ore 18:17
