Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,205,1369,19,185,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Basilicata,110,448,9,88,13,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Calabria,380,987,25,156,25,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Campania,1196,4304,102,620,36,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Emilia-Romagna,1057,6538,160,760,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Friuli Venezia Giulia,74,1277,16,175,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Lazio,1591,6421,233,943,193,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Liguria,290,1815,52,226,12,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Lombardia,2159,9483,390,1416,114,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Marche,269,1230,47,210,54,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Molise,18,221,4,39,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
P.A. Bolzano,21,408,7,100,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
P.A. Trento,47,517,18,90,15,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Piemonte,1284,5824,139,628,99,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Puglia,1126,3768,134,586,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Sardegna,218,1602,38,216,33,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Sicilia,833,3850,114,844,196,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Toscana,884,5033,180,585,16,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Umbria,122,662,16,116,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Valle d'Aosta,24,227,5,30,6,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Veneto,585,6000,97,1000,0,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Italia,12493,61984,1805,9013,812,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
