Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,443,1476,38,189,0,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Basilicata,85,434,4,88,13,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Calabria,290,900,25,152,25,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Campania,1460,4459,94,620,36,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Emilia-Romagna,2529,6126,234,757,0,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Friuli Venezia Giulia,677,1277,63,175,0,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Lazio,2766,6421,296,943,193,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Liguria,657,1759,62,216,12,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Lombardia,3610,11404,452,1225,305,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Marche,590,1176,83,222,40,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Molise,59,221,9,36,0,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
P.A. Bolzano,202,479,26,77,2,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
P.A. Trento,285,604,47,90,15,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Piemonte,2460,5824,164,628,99,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Puglia,1403,3435,142,458,80,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Sardegna,507,1679,48,180,27,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Sicilia,1422,4161,208,824,196,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Toscana,698,5033,118,561,4,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Umbria,280,765,49,130,2,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Valle d'Aosta,41,227,3,20,12,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Veneto,2293,6000,338,1000,0,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
Italia,22757,63860,2503,8591,1061,Dati della Protezione Civile del 17 Gennaio 2021 ore 19:30
