Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,670,1495,89,215,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Basilicata,158,423,14,88,13,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Calabria,315,917,33,152,25,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Campania,1620,4219,171,620,36,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Emilia-Romagna,3702,6498,390,760,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Friuli Venezia Giulia,611,1277,82,175,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Lazio,2678,6421,341,943,193,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Liguria,602,1789,58,222,12,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Lombardia,6952,13496,822,1416,114,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Marche,768,1176,152,248,16,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Molise,94,221,19,39,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
P.A. Bolzano,128,504,30,100,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
P.A. Trento,211,594,53,90,15,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Piemonte,3536,5824,349,628,99,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Puglia,1712,3671,223,569,80,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Sardegna,185,1602,22,208,35,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Sicilia,783,3879,123,834,196,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Toscana,1461,5033,245,601,18,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Umbria,388,860,73,139,2,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Valle d'Aosta,23,227,2,20,12,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Veneto,1452,6000,219,1000,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Italia,28049,66126,3510,9067,866,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
