Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,120,1382,1,181,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Basilicata,18,338,1,79,13,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Calabria,120,952,6,179,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Campania,227,3878,9,575,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Emilia-Romagna,599,9001,24,889,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Friuli Venezia Giulia,95,1277,4,175,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Lazio,347,6421,27,943,243,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Liguria,133,1571,3,218,12,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Lombardia,475,10457,10,1810,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Marche,47,983,3,230,50,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Molise,5,176,0,39,26,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
P.A. Bolzano,48,500,3,100,20,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
P.A. Trento,43,517,2,90,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Piemonte,241,6794,7,628,99,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Puglia,109,2735,9,405,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Sardegna,58,1602,6,204,16,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Sicilia,214,3430,16,786,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Toscana,154,5033,3,570,13,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Umbria,108,662,1,86,41,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Valle d'Aosta,11,67,0,13,21,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Veneto,244,6000,11,1000,0,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
Italia,3416,63776,146,9200,554,Dati della Protezione Civile del 21 Settembre 2022 ore 23:45
