Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,489,1324,32,181,14,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Basilicata,91,352,4,79,14,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Calabria,388,1090,22,202,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Campania,1349,4476,83,812,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Emilia-Romagna,2430,9001,149,889,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Friuli Venezia Giulia,484,1277,38,175,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Lazio,2077,6421,196,943,243,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Liguria,691,1824,31,221,12,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Lombardia,2814,10457,216,1810,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Marche,338,1027,54,256,49,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Molise,39,176,3,39,26,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
P.A. Bolzano,117,500,10,100,20,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
P.A. Trento,150,517,21,90,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Piemonte,1983,6794,110,628,99,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Puglia,747,2911,66,503,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Sardegna,379,1602,31,204,16,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Sicilia,1425,3831,133,858,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Toscana,1310,5033,96,570,8,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Umbria,216,662,9,86,41,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Valle d'Aosta,53,163,3,34,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Veneto,1430,6000,133,1000,0,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Italia,19000,65438,1440,9680,542,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
