Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,61,1369,3,185,23,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Basilicata,37,450,0,88,13,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Calabria,140,929,10,156,25,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Campania,337,4056,23,577,79,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Emilia-Romagna,269,6538,51,760,0,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Friuli Venezia Giulia,8,1277,2,175,0,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Lazio,392,6421,85,943,193,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Liguria,37,1755,11,211,12,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Lombardia,534,7144,92,1416,114,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Marche,41,1061,8,211,57,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Molise,9,221,0,39,0,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
P.A. Bolzano,9,386,2,100,0,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
P.A. Trento,10,517,3,60,15,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Piemonte,272,5824,39,628,99,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Puglia,231,3433,21,549,0,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Sardegna,70,1602,6,216,33,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Sicilia,292,3253,36,692,196,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Toscana,173,5033,50,467,26,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Umbria,32,671,5,97,30,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Valle d'Aosta,2,81,0,30,6,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Veneto,108,6000,24,1000,0,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
Italia,3064,58021,471,8600,921,Dati della Protezione Civile del 16 Giugno 2021 ore 17:49
