Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,121,1324,13,181,14,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Basilicata,25,360,1,79,13,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Calabria,202,979,18,180,3,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Campania,395,3529,25,520,216,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Emilia-Romagna,999,9001,99,889,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Friuli Venezia Giulia,297,1277,30,175,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Lazio,826,6421,111,943,243,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Liguria,300,1744,28,221,12,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Lombardia,1189,8485,145,1530,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Marche,141,970,36,250,52,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Molise,8,176,4,39,26,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
P.A. Bolzano,89,500,18,100,20,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
P.A. Trento,96,517,19,90,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Piemonte,613,5824,51,628,99,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Puglia,131,2722,24,482,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Sardegna,109,1602,8,204,16,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Sicilia,449,3577,48,865,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Toscana,323,5033,48,570,32,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Umbria,48,662,8,88,39,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Valle d'Aosta,19,99,1,33,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Veneto,929,6000,135,1000,0,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Italia,7309,60802,870,9067,785,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
