Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,125,1382,4,181,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Basilicata,30,358,1,79,14,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Calabria,161,952,7,179,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Campania,273,3878,12,575,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Emilia-Romagna,746,9001,26,889,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Friuli Venezia Giulia,126,1277,4,175,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Lazio,483,6421,38,943,243,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Liguria,156,1599,2,218,12,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Lombardia,501,10457,15,1810,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Marche,69,983,2,230,50,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Molise,8,176,2,39,26,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
P.A. Bolzano,25,500,1,100,20,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
P.A. Trento,41,517,1,90,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Piemonte,248,6794,6,628,99,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Puglia,178,2735,8,405,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Sardegna,81,1602,4,204,16,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Sicilia,280,3516,27,794,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Toscana,198,5033,5,570,13,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Umbria,116,662,3,86,41,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Valle d'Aosta,1,67,0,13,21,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Veneto,304,6000,17,1000,0,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
Italia,4150,63910,185,9208,555,Dati della Protezione Civile del 08 Settembre 2022 ore 23:45
