Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,48,1324,1,177,23,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Basilicata,23,354,1,88,13,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Calabria,100,772,4,169,2,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Campania,284,3832,15,548,195,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Emilia-Romagna,323,6538,31,760,0,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Friuli Venezia Giulia,27,1277,4,175,0,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Lazio,463,6421,65,943,243,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Liguria,51,1675,14,218,12,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Lombardia,294,6369,35,1416,114,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Marche,42,951,6,209,61,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Molise,4,176,1,39,26,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
P.A. Bolzano,12,391,1,100,20,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
P.A. Trento,13,517,1,90,0,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Piemonte,111,5824,4,628,99,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Puglia,123,2731,22,464,0,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Sardegna,119,1602,22,204,16,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Sicilia,459,3167,59,730,196,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Toscana,260,5033,29,570,37,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Umbria,30,684,1,91,36,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Valle d'Aosta,5,83,0,33,0,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Veneto,157,6000,21,1000,0,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
Italia,2948,55721,337,8652,1093,Dati della Protezione Civile del 11 Agosto 2021 ore 18:07
