Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,414,1476,44,189,0,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Basilicata,72,414,2,88,13,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Calabria,264,913,24,152,25,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Campania,1480,4459,103,620,36,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Emilia-Romagna,2176,6126,198,757,0,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Friuli Venezia Giulia,579,1277,61,175,0,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Lazio,2336,6421,289,943,193,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Liguria,630,1737,64,216,12,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Lombardia,3544,10575,361,1200,330,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Marche,544,1174,68,233,40,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Molise,58,221,8,39,0,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
P.A. Bolzano,233,560,34,100,0,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
P.A. Trento,174,594,34,90,15,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Piemonte,2138,5824,152,628,99,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Puglia,1432,3448,170,460,80,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Sardegna,430,1602,34,202,35,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Sicilia,1327,4161,202,828,196,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Toscana,669,5033,109,548,11,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Umbria,369,785,61,130,2,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Valle d'Aosta,25,227,3,20,12,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Veneto,1423,6000,193,1000,0,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Italia,20317,63027,2214,8618,1099,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
