Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,349,1324,37,181,14,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Basilicata,79,357,1,79,14,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Calabria,399,1030,33,189,8,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Campania,1154,4525,79,699,21,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Emilia-Romagna,2258,9001,151,889,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Friuli Venezia Giulia,369,1277,41,175,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Lazio,1620,6421,204,943,243,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Liguria,676,1814,40,220,12,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Lombardia,3452,10457,257,1530,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Marche,266,1010,59,256,49,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Molise,18,176,2,39,26,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
P.A. Bolzano,74,500,16,100,20,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
P.A. Trento,128,517,25,90,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Piemonte,1930,6794,146,628,99,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Puglia,495,2788,53,493,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Sardegna,231,1602,28,204,16,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Sicilia,1300,3833,163,835,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Toscana,1173,5033,123,570,12,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Umbria,214,662,12,86,41,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Valle d'Aosta,53,99,7,33,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Veneto,1410,6000,191,1000,0,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Italia,17648,65220,1668,9239,575,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
