Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,134,1382,5,181,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Basilicata,18,338,0,79,14,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Calabria,117,952,5,179,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Campania,227,3878,7,575,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Emilia-Romagna,605,9001,17,889,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Friuli Venezia Giulia,121,1277,5,175,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Lazio,379,6421,25,943,243,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Liguria,123,1559,4,218,12,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Lombardia,498,10457,7,1810,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Marche,51,983,4,230,50,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Molise,10,176,0,39,26,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
P.A. Bolzano,79,500,4,100,20,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
P.A. Trento,60,517,2,90,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Piemonte,293,6794,6,628,99,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Puglia,107,2735,6,405,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Sardegna,56,1602,5,204,16,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Sicilia,174,3364,14,791,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Toscana,187,5033,4,570,13,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Umbria,118,662,2,86,41,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Valle d'Aosta,7,67,0,13,21,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Veneto,289,6000,6,1000,0,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
Italia,3653,63698,128,9205,555,Dati della Protezione Civile del 27 Settembre 2022 ore 23:45
