Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,617,1533,76,204,0,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Basilicata,82,420,5,88,13,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Calabria,180,913,19,152,25,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Campania,1319,4144,130,620,36,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Emilia-Romagna,2025,6126,201,757,0,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Friuli Venezia Giulia,345,1277,58,175,0,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Lazio,1827,6421,227,943,193,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Liguria,499,1795,55,216,18,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Lombardia,3946,10363,406,1248,282,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Marche,555,1176,84,233,40,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Molise,96,221,14,39,0,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
P.A. Bolzano,227,551,35,100,0,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
P.A. Trento,170,584,35,90,15,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Piemonte,1911,5824,152,628,99,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Puglia,1255,3622,162,569,80,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Sardegna,238,1602,21,208,35,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Sicilia,816,3952,130,834,196,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Toscana,842,5033,163,572,16,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Umbria,460,851,80,141,2,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Valle d'Aosta,9,227,1,20,12,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Veneto,798,6000,103,1000,0,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
Italia,18217,62635,2157,8837,1062,Dati della Protezione Civile del 24 Febbraio 2021 ore 18:47
