Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,128,1324,19,181,14,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Basilicata,38,358,0,79,13,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Calabria,229,989,23,186,6,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Campania,458,3594,29,535,154,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Emilia-Romagna,1084,9001,107,889,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Friuli Venezia Giulia,299,1277,29,175,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Lazio,915,6421,128,943,243,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Liguria,401,1751,31,219,12,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Lombardia,1307,10237,161,1530,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Marche,177,970,39,250,53,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Molise,9,176,2,39,26,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
P.A. Bolzano,90,500,19,100,20,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
P.A. Trento,99,517,25,90,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Piemonte,830,5824,64,628,99,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Puglia,167,2722,21,482,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Sardegna,115,1602,12,204,16,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Sicilia,538,3649,67,864,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Toscana,363,5033,61,570,30,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Umbria,56,662,9,86,41,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Valle d'Aosta,23,99,1,33,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Veneto,1055,6000,165,1000,0,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
Italia,8381,62706,1012,9083,727,Dati della Protezione Civile del 21 Dicembre 2021 ore 18:50
