Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,35,1369,2,185,23,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Basilicata,31,450,0,88,13,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Calabria,83,906,7,146,25,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Campania,263,4029,22,579,77,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Emilia-Romagna,203,6538,32,760,0,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Lazio,256,6421,75,943,193,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Liguria,25,1713,8,219,12,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Lombardia,350,6991,72,1416,114,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Marche,27,984,5,209,57,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Molise,6,221,0,36,0,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
P.A. Bolzano,6,391,3,100,0,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
P.A. Trento,7,517,3,60,15,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Piemonte,200,5824,23,628,99,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Puglia,170,3433,16,549,0,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Sardegna,53,1602,4,216,33,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Sicilia,206,3080,25,666,196,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Toscana,118,5033,32,455,30,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Umbria,23,671,2,97,30,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Veneto,68,6000,13,1000,0,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
Italia,2140,57531,344,8557,923,Dati della Protezione Civile del 23 Giugno 2021 ore 18:56
