Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,127,1369,14,185,23,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Basilicata,60,444,1,88,13,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Calabria,233,924,15,156,25,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Campania,636,4067,58,620,36,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Emilia-Romagna,523,6538,95,760,0,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Friuli Venezia Giulia,36,1277,5,175,0,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Lazio,882,6421,145,943,193,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Liguria,114,1721,30,229,12,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Lombardia,1073,7913,220,1416,114,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Marche,103,1154,23,210,54,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Molise,9,221,2,39,0,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
P.A. Bolzano,17,429,3,100,0,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
P.A. Trento,15,517,9,90,15,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Piemonte,557,5824,81,628,99,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Puglia,499,3772,56,560,0,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Sardegna,131,1602,14,216,33,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Sicilia,451,3578,56,753,196,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Toscana,397,5033,107,498,24,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Umbria,62,683,6,116,0,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Valle d'Aosta,6,227,1,30,6,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Veneto,261,6000,48,1000,0,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Italia,6192,59714,989,8812,843,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
