Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,70,1324,7,181,14,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Basilicata,28,362,0,88,13,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Calabria,112,966,8,174,3,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Campania,268,3511,17,555,189,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Emilia-Romagna,318,7920,36,889,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Friuli Venezia Giulia,110,1277,17,175,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Lazio,480,6421,59,943,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Liguria,82,1717,9,217,12,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Lombardia,332,6369,47,1530,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Marche,62,966,23,214,62,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Molise,5,176,1,39,26,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
P.A. Bolzano,55,500,3,100,20,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
P.A. Trento,22,517,2,90,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Piemonte,198,5824,21,628,99,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Puglia,142,2745,19,482,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Sardegna,45,1602,6,204,16,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Sicilia,324,3656,43,874,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Toscana,275,5033,26,570,36,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Umbria,43,662,7,84,43,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Valle d'Aosta,9,83,0,33,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Veneto,193,6000,41,1000,0,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Italia,3173,57631,392,9070,533,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
