Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,25,1369,1,185,23,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Basilicata,18,412,0,88,13,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Calabria,68,906,6,146,25,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Campania,209,3926,21,581,75,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Emilia-Romagna,194,6538,27,760,0,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Friuli Venezia Giulia,10,1277,0,175,0,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Lazio,191,6421,54,943,193,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Liguria,18,1702,7,221,12,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Lombardia,248,6798,52,1416,114,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Marche,21,954,4,209,57,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Molise,8,221,0,36,0,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
P.A. Bolzano,6,389,3,100,0,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
P.A. Trento,5,517,0,60,15,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Piemonte,162,5824,14,628,99,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Puglia,131,3121,15,499,0,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Sardegna,31,1602,3,216,33,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Sicilia,162,3085,24,664,196,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Toscana,98,5033,28,447,38,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Umbria,17,671,3,97,30,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Veneto,53,6000,8,1000,0,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Italia,1676,56847,270,8501,929,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
