Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,115,1382,3,181,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Basilicata,26,358,1,79,14,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Calabria,152,952,6,179,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Campania,266,3878,11,575,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Emilia-Romagna,741,9001,25,889,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Friuli Venezia Giulia,128,1277,3,175,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Lazio,452,6421,37,943,243,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Liguria,152,1599,3,218,12,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Lombardia,496,10457,13,1730,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Marche,62,983,2,230,50,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Molise,7,176,2,39,26,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
P.A. Bolzano,29,500,1,100,20,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
P.A. Trento,38,517,1,90,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Piemonte,241,6794,5,628,99,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Puglia,166,2735,8,405,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Sardegna,77,1602,5,204,16,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Sicilia,263,3489,26,784,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Toscana,193,5033,4,570,13,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Umbria,116,662,1,86,41,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Valle d'Aosta,3,85,0,13,21,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Veneto,294,6000,15,1000,0,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Italia,4017,63901,172,9118,555,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
