Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,506,1495,56,211,0,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Basilicata,170,446,13,88,13,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Calabria,455,954,50,152,25,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Campania,1529,4304,146,620,36,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Emilia-Romagna,2226,6538,297,760,0,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Friuli Venezia Giulia,377,1277,57,175,0,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Lazio,2705,6421,372,943,193,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Liguria,586,1854,76,226,12,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Lombardia,4716,12559,722,1416,114,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Marche,562,1391,96,237,29,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Molise,41,221,14,39,0,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
P.A. Bolzano,60,467,12,100,0,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
P.A. Trento,129,574,28,90,15,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Piemonte,3100,5824,288,628,99,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Puglia,1888,3768,286,586,80,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Sardegna,366,1602,58,208,35,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Sicilia,1212,3891,187,835,196,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Toscana,1531,5033,270,633,13,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Umbria,221,832,34,125,2,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Valle d'Aosta,57,227,13,30,6,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Veneto,1211,6000,236,1000,0,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
Italia,23648,65678,3311,9102,868,Dati della Protezione Civile del 18 Aprile 2021 ore 18:39
