Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,78,1324,4,177,23,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Basilicata,54,364,3,88,13,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Calabria,172,964,14,174,3,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Campania,291,3511,15,555,189,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Emilia-Romagna,414,7920,49,889,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Friuli Venezia Giulia,48,1277,11,175,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Lazio,421,6421,51,943,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Liguria,74,1682,4,217,12,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Lombardia,417,6369,63,1530,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Marche,58,971,21,212,58,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Molise,4,176,2,39,26,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
P.A. Bolzano,21,500,9,100,20,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
P.A. Trento,15,517,3,90,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Piemonte,185,5824,23,628,99,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Puglia,181,2741,20,482,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Sardegna,171,1602,19,204,16,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Sicilia,604,3743,92,885,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Toscana,322,5033,50,570,35,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Umbria,42,662,6,84,43,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Veneto,221,6000,54,1000,0,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
Italia,3796,57684,513,9075,537,Dati della Protezione Civile del 22 Settembre 2021 ore 18:00
