Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,492,1382,25,181,14,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Basilicata,98,367,5,79,13,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Calabria,349,1118,31,202,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Campania,1213,4477,73,812,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Emilia-Romagna,2118,9001,113,889,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Friuli Venezia Giulia,401,1277,33,175,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Lazio,1861,6421,180,943,243,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Liguria,595,1824,24,221,12,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Lombardia,1913,10457,162,1810,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Marche,310,1027,42,256,49,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Molise,43,176,5,39,26,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
P.A. Bolzano,105,500,8,100,20,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
P.A. Trento,123,517,14,90,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Piemonte,1644,6794,74,628,99,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Puglia,741,2911,64,503,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Sardegna,403,1602,30,204,16,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Sicilia,1314,3806,116,858,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Toscana,1108,5033,85,570,8,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Umbria,202,662,8,86,41,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Valle d'Aosta,40,163,4,34,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Veneto,977,6000,77,1000,0,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Italia,16050,65515,1173,9680,541,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
