Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,401,1476,47,189,0,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Basilicata,71,408,2,88,13,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Calabria,276,913,21,152,25,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Campania,1437,4449,97,620,36,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Emilia-Romagna,2181,6126,207,757,0,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Friuli Venezia Giulia,593,1277,61,175,0,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Lazio,2373,6421,288,943,193,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Liguria,631,1737,65,216,12,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Lombardia,3489,10616,371,1200,330,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Marche,535,1174,72,233,40,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Molise,61,221,9,36,0,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
P.A. Bolzano,233,560,34,100,0,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
P.A. Trento,180,594,35,90,15,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Piemonte,2151,5824,153,628,99,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Puglia,1411,3459,171,460,80,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Sardegna,439,1602,39,202,35,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Sicilia,1336,4161,204,828,196,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Toscana,656,5033,101,553,11,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Umbria,363,782,58,130,2,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Valle d'Aosta,33,227,3,20,12,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Veneto,1410,6000,214,1000,0,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
Italia,20260,63060,2252,8620,1099,Dati della Protezione Civile del 01 Febbraio 2021 ore 19:12
