Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,83,1324,4,177,23,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Basilicata,47,360,3,88,13,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Calabria,178,957,13,172,3,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Campania,351,3849,28,548,195,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Emilia-Romagna,410,7920,49,889,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Friuli Venezia Giulia,48,1277,15,175,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Lazio,469,6421,64,943,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Liguria,74,1695,9,218,12,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Lombardia,375,6369,56,1530,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Marche,57,971,21,212,61,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Molise,13,176,0,39,26,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
P.A. Bolzano,24,500,7,100,20,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
P.A. Trento,17,517,0,90,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Piemonte,186,5824,21,628,99,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Puglia,228,2741,22,482,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Sardegna,235,1602,28,204,16,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Sicilia,855,3669,120,881,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Toscana,396,5033,56,570,33,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Umbria,50,684,7,91,36,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Valle d'Aosta,1,83,0,33,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Veneto,205,6000,47,1000,0,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
Italia,4302,57972,570,9070,537,Dati della Protezione Civile del 06 Settembre 2021 ore 18:44
