Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,443,1476,45,189,0,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Basilicata,77,424,4,88,13,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Calabria,303,911,27,152,25,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Campania,1448,4462,100,620,36,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Emilia-Romagna,2490,6126,230,757,0,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Friuli Venezia Giulia,693,1277,58,175,0,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Lazio,2735,6421,288,943,193,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Liguria,643,1759,59,216,12,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Lombardia,3650,11167,428,1211,319,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Marche,573,1176,84,222,40,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Molise,57,221,9,36,0,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
P.A. Bolzano,218,544,30,77,23,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
P.A. Trento,255,604,42,90,15,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Piemonte,2466,5824,165,628,99,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Puglia,1350,3440,148,460,80,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Sardegna,488,1659,53,172,35,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Sicilia,1459,4161,215,822,196,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Toscana,696,5033,113,565,4,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Umbria,283,765,46,130,2,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Valle d'Aosta,46,227,2,20,12,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Veneto,2096,6000,315,1000,0,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
Italia,22469,63677,2461,8573,1104,Dati della Protezione Civile del 20 Gennaio 2021 ore 20:43
