Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,466,1491,39,189,0,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Basilicata,94,434,4,88,13,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Calabria,248,908,19,152,25,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Campania,1377,4508,96,620,36,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Emilia-Romagna,2684,6126,235,757,0,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Friuli Venezia Giulia,663,1277,63,175,0,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Lazio,2852,6421,318,943,194,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Liguria,716,1719,75,217,12,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Lombardia,3227,11731,484,1243,287,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Marche,487,1158,65,216,40,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Molise,54,221,10,34,0,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
P.A. Bolzano,197,465,25,77,2,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
P.A. Trento,379,604,43,90,15,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Piemonte,2819,5824,183,628,99,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Puglia,1464,3429,137,458,80,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Sardegna,489,1694,43,180,27,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Sicilia,1181,4165,186,799,201,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Toscana,877,5033,141,562,3,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Umbria,274,765,44,130,2,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Valle d'Aosta,63,130,1,20,12,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Veneto,2706,6000,368,1000,0,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Italia,23317,64103,2579,8578,1048,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
