Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,110,1382,4,181,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Basilicata,43,360,1,79,14,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Calabria,149,978,6,183,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Campania,338,3939,21,573,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Emilia-Romagna,792,9001,29,889,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Friuli Venezia Giulia,136,1277,5,175,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Lazio,564,6421,54,943,243,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Liguria,154,1635,3,218,12,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Lombardia,702,10457,17,1810,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Marche,83,983,3,230,49,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Molise,11,176,2,39,26,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
P.A. Bolzano,58,500,1,100,20,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
P.A. Trento,33,517,0,90,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Piemonte,253,6794,10,628,99,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Puglia,235,2903,10,503,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Sardegna,104,1602,8,204,16,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Sicilia,683,3597,26,795,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Toscana,292,5033,12,570,19,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Umbria,121,662,1,86,41,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Valle d'Aosta,10,85,0,13,21,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Veneto,334,6000,12,1000,0,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
Italia,5205,64302,225,9309,560,Dati della Protezione Civile del 24 Giugno 2022 ore 23:45
