Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,391,1382,13,181,14,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Basilicata,107,373,3,79,14,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Calabria,282,1118,22,202,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Campania,796,4476,50,812,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Emilia-Romagna,1407,9001,79,889,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Friuli Venezia Giulia,215,1277,13,175,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Lazio,1447,6421,131,943,243,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Liguria,348,1811,23,221,12,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Lombardia,1103,10457,98,1810,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Marche,213,1025,26,256,49,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Molise,22,176,3,39,26,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
P.A. Bolzano,72,500,3,100,20,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
P.A. Trento,56,517,6,90,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Piemonte,969,6794,39,628,99,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Puglia,624,2923,39,503,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Sardegna,340,1602,23,204,16,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Sicilia,1046,3785,77,856,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Toscana,842,5033,57,570,8,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Umbria,148,662,7,86,41,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Valle d'Aosta,31,163,3,34,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Veneto,644,6000,48,1000,0,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Italia,11103,65496,763,9678,542,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
