Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,478,1476,38,189,0,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Basilicata,94,431,4,88,13,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Calabria,275,913,22,152,25,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Campania,1414,4579,109,620,36,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Emilia-Romagna,2730,6126,237,757,0,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Friuli Venezia Giulia,671,1277,68,175,0,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Lazio,2871,6421,326,943,193,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Liguria,731,1757,65,216,12,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Lombardia,3641,11446,466,1229,301,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Marche,588,1174,79,220,40,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Molise,59,221,6,36,0,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
P.A. Bolzano,222,478,25,77,2,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
P.A. Trento,343,604,43,90,15,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Piemonte,2653,5824,171,628,99,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Puglia,1392,3437,170,458,80,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Sardegna,522,1694,45,180,27,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Sicilia,1342,4161,209,812,196,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Toscana,773,5033,137,549,4,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Umbria,268,765,56,130,2,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Valle d'Aosta,49,242,1,20,12,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Veneto,2596,6000,359,1000,0,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Italia,23712,64059,2636,8569,1057,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
