Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,83,1324,6,177,23,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Basilicata,50,360,3,88,13,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Calabria,181,964,13,172,3,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Campania,354,3849,26,555,189,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Emilia-Romagna,410,7920,45,889,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Friuli Venezia Giulia,49,1277,13,175,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Lazio,481,6421,63,943,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Liguria,73,1695,8,218,12,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Lombardia,384,6369,54,1530,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Marche,59,971,20,212,61,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Molise,13,176,0,39,26,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
P.A. Bolzano,24,500,7,100,20,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
P.A. Trento,18,517,0,90,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Piemonte,178,5824,23,628,99,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Puglia,213,2741,31,482,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Sardegna,232,1602,30,204,16,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Sicilia,850,3670,116,881,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Toscana,394,5033,53,570,35,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Umbria,51,684,6,91,36,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Valle d'Aosta,1,83,0,33,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Veneto,209,6000,46,1000,0,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
Italia,4307,57980,563,9077,533,Dati della Protezione Civile del 07 Settembre 2021 ore 17:47
