Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,466,1426,46,187,0,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Basilicata,154,436,12,88,13,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Calabria,467,967,44,156,25,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Campania,1541,4304,143,620,36,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Emilia-Romagna,2029,6538,282,760,0,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Friuli Venezia Giulia,319,1277,43,175,0,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Lazio,2578,6421,338,943,193,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Liguria,564,1811,69,226,12,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Lombardia,4352,12026,653,1416,114,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Marche,524,1352,72,237,29,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Molise,40,221,14,39,0,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
P.A. Bolzano,61,460,11,100,0,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
P.A. Trento,99,557,26,90,15,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Piemonte,2568,5824,280,628,99,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Puglia,1819,3768,260,586,0,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Sardegna,375,1602,53,216,33,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Sicilia,1244,3854,178,835,196,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Toscana,1524,5033,257,624,16,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Umbria,194,807,34,117,2,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Valle d'Aosta,51,227,12,30,6,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Veneto,1125,6000,194,1000,0,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
Italia,22094,64911,3021,9073,789,Dati della Protezione Civile del 22 Aprile 2021 ore 18:14
