Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,389,1426,42,187,0,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Basilicata,162,464,9,88,13,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Calabria,475,970,45,156,25,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Campania,1507,4304,136,620,36,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Emilia-Romagna,1790,6538,250,760,0,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Friuli Venezia Giulia,264,1277,32,175,0,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Lazio,2295,6421,307,943,193,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Liguria,496,1811,66,226,12,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Lombardia,3707,11354,575,1416,114,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Marche,438,1251,68,210,54,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Molise,44,221,11,39,0,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
P.A. Bolzano,65,460,4,100,0,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
P.A. Trento,74,557,26,90,15,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Piemonte,2264,5824,223,628,99,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Puglia,1685,3768,231,586,0,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Sardegna,371,1602,46,216,33,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Sicilia,1222,3846,172,835,196,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Toscana,1414,5033,256,624,18,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Umbria,160,749,33,117,2,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Valle d'Aosta,49,227,8,30,6,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Veneto,989,6000,171,1000,0,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Italia,19860,64103,2711,9046,816,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
