Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,74,1324,11,181,19,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Basilicata,26,362,1,88,13,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Calabria,112,967,9,174,3,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Campania,292,3511,20,555,189,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Emilia-Romagna,397,7920,40,889,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Friuli Venezia Giulia,160,1277,19,175,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Lazio,558,6421,70,943,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Liguria,91,1703,7,217,12,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Lombardia,441,6369,50,1530,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Marche,60,966,20,238,56,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Molise,2,176,1,39,26,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
P.A. Bolzano,65,500,8,100,20,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
P.A. Trento,18,517,3,90,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Piemonte,264,5824,24,628,99,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Puglia,158,2722,20,482,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Sardegna,44,1602,8,204,16,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Sicilia,326,3620,50,859,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Toscana,258,5033,35,570,36,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Umbria,35,662,5,84,43,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Valle d'Aosta,7,83,0,33,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Veneto,259,6000,57,1000,0,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Italia,3647,57559,458,9079,532,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
