Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,132,1324,17,181,14,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Basilicata,32,360,0,79,13,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Calabria,229,989,20,186,6,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Campania,439,3550,31,520,216,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Emilia-Romagna,1089,9001,101,889,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Friuli Venezia Giulia,295,1277,29,175,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Lazio,904,6421,119,943,243,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Liguria,379,1738,32,219,12,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Lombardia,1257,10237,163,1530,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Marche,175,970,38,250,54,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Molise,7,176,2,39,26,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
P.A. Bolzano,84,500,18,100,20,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
P.A. Trento,96,517,24,90,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Piemonte,762,5824,62,628,99,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Puglia,152,2722,26,482,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Sardegna,119,1602,12,204,16,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Sicilia,528,3649,63,864,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Toscana,345,5033,61,570,31,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Umbria,53,662,9,88,39,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Valle d'Aosta,22,99,1,33,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Veneto,1002,6000,159,1000,0,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Italia,8101,62651,987,9070,789,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
