Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,110,1382,2,181,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Basilicata,22,338,1,79,14,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Calabria,140,952,4,179,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Campania,253,3878,15,575,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Emilia-Romagna,649,9001,24,889,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Friuli Venezia Giulia,105,1277,2,175,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Lazio,388,6421,27,943,243,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Liguria,134,1581,2,218,12,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Lombardia,525,10457,8,1810,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Marche,57,983,2,230,50,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Molise,11,176,1,39,26,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
P.A. Bolzano,31,500,1,100,20,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
P.A. Trento,49,517,2,90,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Piemonte,221,6794,7,628,99,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Puglia,128,2735,8,405,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Sardegna,75,1602,5,204,16,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Sicilia,232,3473,23,785,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Toscana,182,5033,7,570,13,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Umbria,125,662,0,86,41,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Valle d'Aosta,7,85,0,13,21,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Veneto,275,6000,10,1000,0,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Italia,3719,63847,151,9199,555,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
