Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,348,1376,32,187,0,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Basilicata,158,448,9,88,13,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Calabria,444,991,45,156,25,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Campania,1441,4304,137,620,36,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Emilia-Romagna,1640,6538,216,760,0,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Friuli Venezia Giulia,216,1277,30,175,0,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Lazio,2145,6421,276,943,193,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Liguria,459,1838,63,226,12,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Lombardia,3403,10872,536,1416,114,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Marche,398,1215,66,210,54,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Molise,34,221,6,39,0,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
P.A. Bolzano,61,449,4,100,0,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
P.A. Trento,61,537,20,90,15,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Piemonte,2084,5824,200,628,99,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Puglia,1596,3768,228,586,0,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Sardegna,371,1602,49,216,33,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Sicilia,1136,3854,167,835,196,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Toscana,1279,5033,248,619,19,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Umbria,165,749,28,117,2,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Valle d'Aosta,35,227,8,30,6,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Veneto,907,6000,154,1000,0,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Italia,18381,63544,2522,9041,817,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
