Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,429,1491,36,189,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Basilicata,89,432,7,88,13,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Calabria,263,918,18,152,25,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Campania,1431,4196,98,620,36,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Emilia-Romagna,2630,5747,214,757,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Friuli Venezia Giulia,587,1277,56,175,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Lazio,2742,6421,297,943,194,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Liguria,672,1644,66,218,12,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Lombardia,3839,12124,513,1262,268,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Marche,412,1161,64,216,40,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Molise,55,221,8,34,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
P.A. Bolzano,147,466,19,77,2,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
P.A. Trento,331,604,48,90,15,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Piemonte,3011,5824,208,628,99,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Puglia,1435,3471,158,458,84,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Sardegna,478,1653,43,180,27,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Sicilia,1014,4141,170,804,196,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Toscana,825,5033,166,575,3,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Umbria,248,780,34,130,2,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Valle d'Aosta,77,176,4,33,4,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Veneto,2589,6000,355,1000,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
Italia,23304,63780,2582,8629,1020,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05
