Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,155,1382,1,181,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Basilicata,26,338,0,79,14,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Calabria,132,952,5,179,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Campania,259,3878,11,575,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Emilia-Romagna,842,9001,19,889,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,218,1277,9,175,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Lazio,491,6421,33,943,243,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Liguria,152,1581,6,218,12,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Lombardia,888,10457,13,1810,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Marche,79,983,1,230,48,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Molise,10,176,0,39,26,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
P.A. Bolzano,108,500,5,100,20,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
P.A. Trento,75,517,4,90,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Piemonte,628,6794,17,628,99,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Puglia,132,2735,5,405,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Sardegna,79,1602,5,204,16,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Sicilia,208,3281,14,799,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Toscana,322,5033,13,570,13,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Umbria,145,662,5,86,41,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Valle d'Aosta,18,67,0,13,21,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Veneto,522,6000,28,1000,0,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
Italia,5489,63637,194,9213,553,Dati della Protezione Civile del 08 Ottobre 2022 ore 23:45
