Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,65,1324,13,177,23,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Basilicata,39,363,0,88,13,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Calabria,123,859,8,169,2,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Campania,361,3849,23,548,195,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Emilia-Romagna,402,6538,52,760,0,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Friuli Venezia Giulia,34,1277,11,175,0,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Lazio,538,6421,67,943,243,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Liguria,84,1684,11,218,12,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Lombardia,320,6369,43,1416,114,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Marche,44,951,13,213,61,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Molise,6,176,1,39,26,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
P.A. Bolzano,20,391,3,100,20,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
P.A. Trento,27,517,0,90,0,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Piemonte,143,5824,12,628,99,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Puglia,186,2741,22,482,0,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Sardegna,197,1602,22,204,16,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Sicilia,729,3822,88,932,0,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Toscana,366,5033,41,570,40,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Umbria,53,684,7,91,36,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Valle d'Aosta,5,83,0,33,0,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Veneto,186,6000,48,1000,0,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
Italia,3928,56508,485,8876,900,Dati della Protezione Civile del 23 Agosto 2021 ore 18:11
