Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,661,1486,91,214,0,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Basilicata,118,422,13,88,13,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Calabria,243,913,30,152,25,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Campania,1492,4205,156,620,36,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Emilia-Romagna,3161,6426,345,760,0,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Friuli Venezia Giulia,497,1277,61,175,0,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Lazio,2088,6421,258,943,193,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Liguria,514,1797,64,222,12,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Lombardia,5718,12028,645,1416,114,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Marche,662,1176,107,233,40,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Molise,105,221,20,39,0,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
P.A. Bolzano,169,540,38,100,0,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
P.A. Trento,198,584,49,90,15,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Piemonte,2605,5824,243,628,99,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Puglia,1399,3623,172,569,80,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Sardegna,174,1602,23,208,35,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Sicilia,671,3896,100,834,196,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Toscana,1280,5033,208,598,17,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Umbria,407,852,80,139,2,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Valle d'Aosta,12,227,2,20,12,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Veneto,1073,6000,154,1000,0,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
Italia,23247,64553,2859,9048,889,Dati della Protezione Civile del 11 Marzo 2021 ore 18:47
