Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,546,1476,73,201,0,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Basilicata,77,416,4,88,13,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Calabria,173,913,15,152,25,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Campania,1313,4132,110,620,36,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Emilia-Romagna,1902,6126,183,757,0,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Friuli Venezia Giulia,349,1277,56,175,0,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Lazio,1925,6421,231,943,193,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Liguria,523,1775,58,216,18,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Lombardia,3733,10290,373,1248,282,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Marche,524,1176,82,233,40,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Molise,80,221,11,39,0,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
P.A. Bolzano,254,549,36,100,0,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
P.A. Trento,172,584,25,90,15,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Piemonte,1849,5824,130,628,99,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Puglia,1261,3606,163,569,80,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Sardegna,282,1602,27,208,35,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Sicilia,884,3952,150,832,196,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Toscana,723,5033,149,567,16,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Umbria,462,851,83,141,2,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Valle d'Aosta,9,227,2,20,12,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Veneto,790,6000,98,1000,0,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Italia,17831,62451,2059,8827,1062,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
