Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,110,1382,3,181,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Basilicata,25,338,0,79,14,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Calabria,132,952,6,179,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Campania,245,3878,15,575,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Emilia-Romagna,626,9001,21,889,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Friuli Venezia Giulia,116,1277,2,175,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Lazio,379,6421,24,943,243,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Liguria,132,1581,3,218,12,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Lombardia,488,10457,9,1810,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Marche,54,983,2,230,50,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Molise,10,176,0,39,26,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
P.A. Bolzano,36,500,3,100,20,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
P.A. Trento,45,517,2,90,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Piemonte,230,6794,7,628,99,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Puglia,126,2735,8,405,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Sardegna,75,1602,7,204,16,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Sicilia,211,3454,17,785,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Toscana,172,5033,6,570,13,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Umbria,126,662,0,86,41,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Valle d'Aosta,10,67,0,13,21,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Veneto,252,6000,7,1000,0,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
Italia,3600,63810,142,9199,555,Dati della Protezione Civile del 16 Settembre 2022 ore 23:45
