Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,417,1324,38,181,14,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Basilicata,84,350,6,79,14,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Calabria,430,1090,35,202,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Campania,1394,4473,102,782,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Emilia-Romagna,2594,9001,150,889,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Friuli Venezia Giulia,473,1277,42,175,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Lazio,2065,6421,206,943,243,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Liguria,763,1824,39,221,12,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Lombardia,3411,10457,264,1810,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Marche,295,1012,59,256,49,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Molise,32,176,2,39,26,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
P.A. Bolzano,108,500,17,100,20,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
P.A. Trento,147,517,23,90,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Piemonte,2115,6794,144,628,99,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Puglia,714,2882,67,503,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Sardegna,330,1602,31,204,16,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Sicilia,1464,3806,158,846,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Toscana,1361,5033,125,570,8,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Umbria,194,662,7,86,41,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Valle d'Aosta,76,143,7,36,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Veneto,1560,6000,172,1000,0,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
Italia,20027,65344,1694,9640,542,Dati della Protezione Civile del 25 Gennaio 2022 ore 19:22
