Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,81,1369,4,185,23,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Basilicata,43,452,0,88,13,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Calabria,172,923,13,156,25,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Campania,518,4056,43,583,73,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Emilia-Romagna,360,6538,69,760,0,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Friuli Venezia Giulia,23,1277,3,175,0,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Lazio,587,6421,107,943,193,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Liguria,70,1699,20,215,12,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Lombardia,754,7527,143,1416,114,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Marche,79,1135,11,210,61,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Molise,7,221,0,39,0,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
P.A. Bolzano,12,431,1,100,0,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
P.A. Trento,16,517,6,90,15,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Piemonte,386,5824,53,628,99,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Puglia,332,3434,25,549,0,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Sardegna,94,1602,6,216,33,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Sicilia,365,3420,39,734,196,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Toscana,261,5033,80,477,26,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Umbria,42,662,5,111,13,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Valle d'Aosta,5,205,0,30,6,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Veneto,175,6000,33,1000,0,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Italia,4382,58746,661,8705,902,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
