Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,417,1382,14,181,14,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Basilicata,108,369,2,79,14,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Calabria,320,1118,26,202,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Campania,911,4476,59,812,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Emilia-Romagna,1630,9001,101,889,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Friuli Venezia Giulia,299,1277,15,175,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Lazio,1620,6421,139,943,243,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Liguria,423,1811,23,221,12,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Lombardia,1201,10457,130,1810,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Marche,241,1025,32,256,49,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Molise,25,176,3,39,26,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
P.A. Bolzano,88,500,2,100,20,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
P.A. Trento,68,517,7,90,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Piemonte,1118,6794,47,628,99,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Puglia,708,2923,48,503,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Sardegna,352,1602,27,204,16,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Sicilia,1134,3793,81,858,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Toscana,937,5033,65,570,8,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Umbria,158,662,8,86,41,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Valle d'Aosta,29,163,3,34,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Veneto,740,6000,54,1000,0,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
Italia,12527,65500,886,9680,542,Dati della Protezione Civile del 23 Febbraio 2022 ore 18:33
